conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7da256db-ea36-43e3-ba4c-286b598628d5,skill/competence,transversal,viestiä suullisesti valkovenäjäksi,released,puhua valkovenäjää,Puhua valkovenäjää.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,valkovenäjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7e2c0de4-240d-4c6f-9336-56c0ac349212,skill/competence,transversal,ymmärtää kirjoitettua puolaa,released,,Lukea ja ymmärtää puolankielisiä tekstejä.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,puola
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ed08054-550c-4206-a991-1718dcb68658,skill/competence,transversal,ymmärtää kirjoitettua biharia,released,,Lukea ja ymmärtää biharinkielisiä tekstejä.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee20fe2-facd-4cc5-837b-927429e0e7ac,skill/competence,transversal,ymmärtää kirjoitettua englantia,released,,Lukea ja ymmärtää englanninkielisiä tekstejä.,http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0,englanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,knowledge,transversal,ruotsi,released,,Ruotsin kieli. Ruotsi on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f030a50-030e-429e-8f50-02186b27f7ea,skill/competence,transversal,ymmärtää kirjoitettua montenegroa,released,,Lukea ja ymmärtää montenegronkielisiä tekstejä.,http://data.europa.eu/esco/skill/2358a146-6e8f-43cb-872f-a12ac9c57d60,montenegro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8024130b-1359-485d-b40f-9b31e25d7c17,skill/competence,transversal,ymmärtää puhuttua bengalia,released,,Ymmärtää bengalinkielistä puhetta.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81192ed1-cabc-48c5-bbc3-9ff06d3f2958,skill/competence,transversal,ymmärtää puhuttua koreaa,released,,Ymmärtää koreankielistä puhetta.,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,korea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,knowledge,transversal,norja,released,,Norjan kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/84e1df68-529a-4dbf-9557-5c50de5b27c3,skill/competence,transversal,ymmärtää kirjoitettua hindiä,released,,Lukea ja ymmärtää hindinkielisiä tekstejä.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87087740-89b7-4d0c-a3a1-99c573c81b62,skill/competence,transversal,ymmärtää puhuttua marathia,released,,Ymmärtää marathinkielistä puhetta.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,knowledge,transversal,italia,released,,Italian kieli. Italian kieli on EU:n virallinen kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88778b48-d8dd-4c7e-8154-6f45fab4b0e9,skill/competence,transversal,ymmärtää puhuttua maltaa,released,,Ymmärtää puhuttua maltaa.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,malta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/894f3286-ae58-4a13-a8ed-9aa7c5c77c18,skill/competence,transversal,viestiä suullisesti romanikielellä,released,puhua romania | puhua romanin kieltä | puhua romanikieltä,Puhua romanikieltä.,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,romanikieli
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/895b3eab-d1e7-443d-8ba3-745f67462207,skill/competence,transversal,viestiä suullisesti venäjäksi,released,puhua venäjää,Puhua venäjää.,http://data.europa.eu/esco/skill/6891bbce-20bf-4afc-bd5e-75bdf54c0165,venäjä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,knowledge,transversal,heprea,released,,Heprean kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8d09f7c2-d10c-4818-a91d-d2f1b8ec7973,skill/competence,transversal,kirjoittaa gudžaratia,released,,Laatia tekstejä gudžaratiksi.,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,gudžarati
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,knowledge,transversal,kymri,released,,Walesin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e12171c-d2b4-4a79-a3ff-ebe18913cc9f,skill/competence,transversal,ymmärtää kirjoitettua kazakkia,released,,Lukea ja ymmärtää kazakinkielisiä tekstejä.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazakki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e46288c-025c-4d28-8316-13a21f25f964,skill/competence,transversal,ymmärtää puhuttua serbiaa,released,,Ymmärtää serbiankielistä puhetta.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,knowledge,transversal,katalaani,released,,Katalaanin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ef3eccc-a847-430e-b828-cf178803b8c1,knowledge,transversal,romanikieli,released,romani | romaani | romanin kieli,Romanikielten kieliperhe.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f1efe4e-5f92-43b0-a329-3c17c1460a37,skill/competence,transversal,ymmärtää kirjoitettua azeria,released,,Lukea ja ymmärtää azerinkielisiä tekstejä.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azeri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f4c0fe6-10c7-409e-92d6-245f46728209,skill/competence,transversal,iiri,released,,Iirin kieli. Iiri on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ff32017-9a19-400c-8de5-8a93198864be,skill/competence,transversal,kirjoittaa maltaa,released,,Laatia kirjallisia tekstejä maltaksi.,http://data.europa.eu/esco/skill/cb50f9cd-3638-409b-8f93-befaf17d313e,malta
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91161335-8adf-4567-8fa5-62fb37948664,skill/competence,transversal,kirjoittaa vallonia,released,,Laatia kirjallisia tekstejä valloniksi.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,valloni
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9273eec7-e9ce-4860-88fb-9f30faeea34d,skill/competence,transversal,ymmärtää kirjoitettua serbiaa,released,,Lukea ja ymmärtää serbiankielisiä tekstejä.,http://data.europa.eu/esco/skill/c5cb0cc1-c40b-4544-a21c-8472f0b5c14a,serbia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92ca09cb-e827-4c49-b318-8f540de4debb,skill/competence,transversal,ymmärtää puhuttua hepreaa,released,,Ymmärtää hepreankielistä puhetta.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,heprea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/943fe908-c465-4e91-944c-20e2242fd03a,skill/competence,transversal,ymmärtää puhuttua bulgariaa,released,,Ymmärtää bulgariankielistä puhetta.,http://data.europa.eu/esco/skill/d5fd4958-4ca6-4d06-845f-713e2c459612,bulgaria
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96ab25a3-c89b-43ea-833b-26b637c3b6ed,skill/competence,transversal,ymmärtää kirjoitettua hollantia,released,,Lukea ja ymmärtää hollanninkielisiä tekstejä.,http://data.europa.eu/esco/skill/cad4f44b-28a8-4448-86e5-7389e5ebf3eb,hollanti
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97ca0f19-c53f-4c38-b983-398345cba227,skill/competence,transversal,kirjoittaa albaniaa,released,,Laatia kirjallisia tekstejä albaniaksi.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albania
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98d31888-bb47-4f54-b339-bd0b9c289048,skill/competence,transversal,viestiä suullisesti sloveeniksi,released,puhua sloveenia,Puhua sloveenia.,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,sloveeni
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99933cd7-7868-4f83-8bb3-d747433159d3,skill/competence,transversal,ymmärtää puhuttua liettuaa,released,,Ymmärtää liettuankielistä puhetta.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,liettua
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9996836f-788c-4f04-a792-c831b2e94e2f,skill/competence,transversal,ymmärtää kirjoitettua marathia,released,,Luka ja ymmärtää marathinkielistä tekstiä.,http://data.europa.eu/esco/skill/2080075c-0488-4fbf-a786-734dbbef31ce,marathi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/99b3532b-2f47-47f5-b194-708957acf0a8,skill/competence,transversal,ymmärtää puhuttua baskia,released,,Ymmärtää baskinkielistä puhetta.,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,baski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a42bdc6-8496-4874-b9f5-b48207a85282,skill/competence,transversal,viestiä suullisesti kreikaksi,released,puhua kreikkaa,Puhua kreikkaa.,http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7,kreikka
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ace3aae-aeae-4ed6-b625-26bc58345554,knowledge,transversal,sloveeni,released,,Sloveenin kieli. Sloveeni on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b0baaa7-fed3-41b7-b74e-9d459f11acfe,knowledge,transversal,gudžarati,released,,Gudžaratin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9bccf172-587b-489b-84b7-5e1c8cc91520,skill/competence,transversal,ymmärtää kirjoitettua ruotsia,released,,Lukea ja ymmärtää ruotsinkielisiä tekstejä.,http://data.europa.eu/esco/skill/7ee51257-8947-4b69-9bdf-322baf0a6398,ruotsi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ce34147-6618-4f1b-bbe3-f46e9aa17211,skill/competence,transversal,viestiä suullisesti limburgiksi,released,puhua limburgia,Puhua limburgin kielellä.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limburgi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef06b7c-991c-46a5-9dbc-82506031e8f9,skill/competence,transversal,ymmärtää kirjoitettua portugalia,released,,Lukea ja ymmärtää portugalinkielisiä tekstejä.,http://data.europa.eu/esco/skill/584c13e8-fd06-4ca3-a45b-cca5b2f147a7,portugali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f3e3f27-1f27-4b77-9bc8-4ec33e33b8b1,skill/competence,transversal,kirjoittaa bengalia,released,,Laatia kirjallisia tekstejä bengaliksi.,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,bengali
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a0ccc96f-edec-4641-b053-12159ebe5b13,skill/competence,transversal,ymmärtää puhuttua espanjaa,released,,Ymmärtää espanjankielistä puhetta.,http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,espanja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a18e3090-6afb-4afb-a055-1f83bbe498e3,knowledge,transversal,islanti,released,,Islannin kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a2358129-ba05-49bb-914f-03420a8be102,skill/competence,transversal,ymmärtää kirjoitettua hepreaa,released,,Lukea ja ymmärtää hepreankielisiä tekstejä.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,heprea
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28c2024-0fa6-43fd-a848-1a7ec7fe28b0,skill/competence,transversal,ymmärtää kirjoitettua albaniaa,released,,Lukea ja ymmärtää albaniankielisiä tekstejä.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albania
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a28fa5f1-be5b-4608-8376-acea8c2f8cb1,knowledge,transversal,baski,released,,Baskin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a3e0c23e-db44-43f5-af4b-7e1b60deb6d8,skill/competence,transversal,ymmärtää puhuttua galiciaa,released,,Ymmärtää galiciankielistä puhetta.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a61e9686-7e8f-44ec-967b-d6445f90230b,skill/competence,transversal,ymmärtää kirjoitettua galiciaa,released,,Lukea ja ymmärtää galiciankielisiä tekstejä.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a6aa3c44-b4d7-4db6-9a84-329e5ca9c64d,skill/competence,transversal,ymmärtää puhuttua albaniaa,released,,Ymmärtää albaniankielistä puhetta.,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,albania
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a7e1201f-bc9c-4dd9-aa82-271273f94595,skill/competence,transversal,ymmärtää kirjoitettua jiddišiä,released,,Lukea ja ymmärtää jiddišinkielisiä tekstejä.,http://data.europa.eu/esco/skill/d59ef10f-ad20-4791-957d-b315196ecdc2,jiddiš
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a88e4c9e-5a40-4da7-acf1-02e4a9e46da2,skill/competence,transversal,ymmärtää kirjoitettua unkaria,released,,Lukea ja ymmärtää unkarinkielisiä tekstejä.,http://data.europa.eu/esco/skill/ddd3596a-43f3-402e-960a-5f79362a8609,unkari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9170bca-28d9-4bb5-b950-0d0f712d1cd2,skill/competence,transversal,ymmärtää puhuttua tanskaa,released,,Ymmärtää tanskankielistä puhetta.,http://data.europa.eu/esco/skill/273a28d6-1bd3-4d13-a906-3d75c1cfdfc1,tanska
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a9fdd2c9-4295-4407-ba3c-1547cbce40a2,knowledge,transversal,bosnia,released,,Bosnian kieli.,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66 | http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10,kielet | osata kieliä
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aa66a033-8522-40e9-a5c0-ff2593e2669c,knowledge,transversal,turkki,released,,Turkin kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/aaf57e19-0d41-4361-8de9-bcd858e3f10d,skill/competence,transversal,kirjoittaa katalaania,released,,Laatia kirjallisia tekstejä katalaaniksi.,http://data.europa.eu/esco/skill/8ee2b6f2-7017-4b9a-9de2-4dedf0711394,katalaani
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/abadaacb-5751-4f52-96b7-c9bbc070f9de,skill/competence,transversal,kirjoittaa viroa,released,kirjoittaa eestiä,Laatia kirjallisia tekstejä viroksi.,http://data.europa.eu/esco/skill/1b7e6f56-bc73-4bcc-81ae-09252175d418,viro
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ad3711f4-f4d9-41e0-b26d-030247cecde4,skill/competence,transversal,viestiä suullisesti azeriksi,released,puhua azeria,Puhua azerin kielellä.,http://data.europa.eu/esco/skill/5bfce8e7-6f22-4e67-9018-0e4161620f3a,azeri
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae5d27b1-7298-4dce-836c-3bb26c2fafda,skill/competence,transversal,viestiä suullisesti liettuaksi,released,puhua liettuaa,Puhua liettuan kielellä.,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,liettua
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ae72f370-469d-44fa-9f09-408b1c994d2e,skill/competence,transversal,ymmärtää kirjoitettua romaniaa,released,,Lukea ja ymmärtää romaniankielisiä tekstejä.,http://data.europa.eu/esco/skill/4b9f1ae5-0ee6-4738-8999-9b8191fba808,romania
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b0964159-d7b2-4f1e-a0d1-5d100445fcdb,skill/competence,transversal,ymmärtää kirjoitettua arabiaa,released,,Kirjoitetun arabian lukeminen ja ymmärtäminen.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b22ab5e7-11e1-435e-bdab-0f8decd6a6f4,skill/competence,transversal,ymmärtää puhuttua arabiaa,released,,Puhutun arabian ymmärtäminen.,http://data.europa.eu/esco/skill/33859d93-987c-4caa-a0a9-6159ea7bbc2a,arabia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2c1f90a-72ce-4499-ab9a-a9a5c9355d5b,knowledge,transversal,georgia,released,gruusia,Georgian kieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b2cd801d-803d-41bc-bef3-dea4ddd94bbc,skill/competence,transversal,kirjoittaa hindiä,released,,Tekstien kirjoittaminen hindiksi.,http://data.europa.eu/esco/skill/d93a7370-bf56-43f5-be54-e108f8ec3107,hindi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b3950b87-a980-4cd4-a795-be8a9b63661d,knowledge,transversal,liettua,released,,Liettuan kieli. Liettua on EU:n virallinen kieli ja työkieli.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,osata kieliä | kielet
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b45f87e9-66ce-4212-82eb-3a55765bc512,skill/competence,transversal,viestiä suullisesti italiaksi,released,puhua italiaa,Suullinen viestintä italiaksi.,http://data.europa.eu/esco/skill/87219dfe-a21c-4160-8cc8-1eabf9b16b44,italia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4a5d258-4fe7-4fa5-b58f-d2f8769eb15b,skill/competence,transversal,kirjoittaa sardia,released,,Tekstien kirjoittaminen sardin kielellä.,http://data.europa.eu/esco/skill/1627c1b9-31e1-4742-bf5c-cfec2ce33cfc,sardi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b4d8c494-4318-42e4-ba6e-0039390a2d7a,skill/competence,transversal,viestiä suullisesti bihariksi,released,puhua biharia,Suullinen viestintä bihariksi.,http://data.europa.eu/esco/skill/15ea7b6b-1b93-4ed8-b58a-5c54777e0832,bihari
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b5ff2ded-a91d-468b-afed-f9737f929e86,skill/competence,transversal,kirjoittaa kiinaa,released,lukea kiinaa | viestiä kirjallisesti kiinaksi,Tekstien laatiminen kiinaksi.,http://data.europa.eu/esco/skill/1fe42b38-cd42-4fc7-ae77-14e4c9e96295,kiina
